,longitude,latitude,housing_median_age,total_rooms,population,households,median_income,median_house_value,ocean_proximity_<1h ocean,ocean_proximity_inland,ocean_proximity_island,ocean_proximity_near bay,ocean_proximity_near ocean
6150,-117.97,34.1,33,1558,1600,338,2.9712,143900.0,0,1,0,0,0
6151,-117.97,34.1,26,1399,1285,276,4.0,160100.0,0,1,0,0,0
6152,-117.96,34.09,30,2686,2477,573,3.4427,160800.0,0,1,0,0,0
6153,-117.96,34.09,6,1954,1584,496,3.1621,131000.0,0,1,0,0,0
6154,-117.96,34.1,30,2775,2847,642,3.2266,141800.0,0,1,0,0,0
6155,-117.97,34.09,31,2779,2259,670,3.4032,143400.0,0,1,0,0,0
6156,-117.95,34.09,21,2215,1792,419,2.8375,166500.0,1,0,0,0,0
6157,-117.95,34.08,34,2278,1728,448,3.125,154100.0,1,0,0,0,0
6158,-117.95,34.09,18,1179,1296,331,2.851,140600.0,1,0,0,0,0
6159,-117.96,34.08,39,1076,1242,332,2.2679,151800.0,1,0,0,0,0
6160,-117.96,34.08,33,4151,3132,848,3.1912,159900.0,1,0,0,0,0
6161,-117.96,34.08,28,2831,2330,557,3.9741,173100.0,1,0,0,0,0
6162,-117.94,34.09,21,2707,1742,626,2.1062,176700.0,1,0,0,0,0
6163,-117.94,34.08,32,2704,1669,497,4.4653,195400.0,1,0,0,0,0
6164,-117.94,34.08,34,1970,1269,406,4.064,201200.0,1,0,0,0,0
6165,-117.94,34.08,35,2393,1336,418,4.87,187700.0,1,0,0,0,0
6166,-117.95,34.08,37,1137,672,226,3.2969,189000.0,1,0,0,0,0
6167,-117.95,34.07,37,1987,1279,378,4.1172,176500.0,1,0,0,0,0
6168,-117.93,34.09,34,2192,1376,428,3.9861,163900.0,1,0,0,0,0
6169,-117.93,34.09,35,782,499,163,4.2062,161300.0,1,0,0,0,0
6170,-117.93,34.09,35,1891,1093,382,4.0167,165500.0,1,0,0,0,0
6171,-117.93,34.09,37,1185,769,235,4.4625,154200.0,1,0,0,0,0
6172,-117.92,34.08,36,1285,679,231,3.8705,191900.0,1,0,0,0,0
6173,-117.92,34.08,35,2108,1257,414,4.1312,185200.0,1,0,0,0,0
6174,-117.93,34.07,34,1409,819,273,3.3977,188800.0,1,0,0,0,0
6175,-117.93,34.08,36,1371,806,241,4.5078,187100.0,1,0,0,0,0
6176,-117.93,34.08,35,689,379,128,3.9583,206000.0,1,0,0,0,0
6177,-117.93,34.08,36,1597,901,272,4.3947,197000.0,1,0,0,0,0
6178,-117.93,34.08,36,1788,1139,320,4.125,185800.0,1,0,0,0,0
6179,-117.91,34.08,33,2325,1170,445,3.6625,217100.0,1,0,0,0,0
6180,-117.91,34.08,35,1443,861,262,3.5795,186900.0,1,0,0,0,0
6181,-117.92,34.08,36,1479,741,245,4.2986,189600.0,1,0,0,0,0
6182,-117.92,34.08,35,1860,1011,305,3.5536,207000.0,1,0,0,0,0
6183,-117.92,34.08,35,1897,965,323,5.7039,199400.0,1,0,0,0,0
6184,-117.91,34.1,28,3694,1999,718,3.2813,181100.0,1,0,0,0,0
6185,-117.91,34.09,20,4327,2296,963,3.0441,185400.0,1,0,0,0,0
6186,-117.92,34.09,35,1810,1164,332,5.0123,165700.0,1,0,0,0,0
6187,-117.92,34.1,33,1921,1492,393,4.375,150500.0,1,0,0,0,0
6188,-117.9,34.1,31,3007,1766,616,3.7083,166000.0,1,0,0,0,0
6189,-117.91,34.1,35,2746,1779,501,4.25,166700.0,1,0,0,0,0
6190,-117.92,34.1,35,2994,1933,561,4.0052,160700.0,1,0,0,0,0
6191,-117.89,34.1,27,3341,1762,679,2.9437,180400.0,1,0,0,0,0
6192,-117.89,34.1,35,3185,1858,564,3.8304,175900.0,1,0,0,0,0
6193,-117.89,34.1,34,2048,1456,416,3.125,168600.0,1,0,0,0,0
6194,-117.9,34.1,35,2739,1481,483,4.5655,176600.0,1,0,0,0,0
6195,-117.9,34.09,34,1562,825,266,4.125,220800.0,1,0,0,0,0
6196,-117.9,34.08,32,2068,976,370,5.212,201200.0,1,0,0,0,0
6197,-117.89,34.09,37,1055,538,206,2.4167,181300.0,1,0,0,0,0
6198,-117.89,34.09,35,1205,583,319,2.3971,188900.0,1,0,0,0,0
6199,-117.89,34.09,37,1813,1100,375,3.4453,176700.0,1,0,0,0,0
6200,-117.9,34.09,39,1726,892,335,4.3409,191800.0,1,0,0,0,0
6201,-117.88,34.08,30,5698,3132,1092,2.7763,187800.0,1,0,0,0,0
6202,-117.89,34.08,35,1711,825,356,3.5,215600.0,1,0,0,0,0
6203,-117.89,34.08,25,2115,1107,477,3.1949,207400.0,1,0,0,0,0
6204,-117.89,34.07,32,2374,1580,427,3.8837,200300.0,1,0,0,0,0
6205,-117.9,34.08,32,5482,3132,1092,3.2943,204400.0,1,0,0,0,0
6206,-117.87,34.06,25,3652,1525,484,8.013024999999999,428500.0,1,0,0,0,0
6207,-117.88,34.06,23,5698,3081,1047,5.9254,482412.5,1,0,0,0,0
6208,-117.9,34.06,35,1313,599,209,7.5,287200.0,1,0,0,0,0
6209,-117.9,34.06,33,1701,831,275,5.4469,274700.0,1,0,0,0,0
6210,-117.9,34.06,33,1330,578,192,5.6406,266200.0,1,0,0,0,0
6211,-117.89,34.07,35,1439,804,271,3.9808,188600.0,1,0,0,0,0
6212,-117.9,34.07,35,1646,1056,280,3.055,172000.0,1,0,0,0,0
6213,-117.89,34.07,35,834,392,123,4.5179,218800.0,1,0,0,0,0
6214,-117.9,34.06,34,2956,1488,464,5.3664,268300.0,1,0,0,0,0
6215,-117.9,34.07,36,1009,466,149,5.8519,249400.0,1,0,0,0,0
6216,-117.91,34.07,36,1390,887,266,5.0897,189000.0,1,0,0,0,0
6217,-117.91,34.07,33,2938,1519,549,4.5594,204200.0,1,0,0,0,0
6218,-117.92,34.06,34,2819,1718,558,3.5547,197600.0,1,0,0,0,0
6219,-117.92,34.07,36,1057,658,207,4.7708,191700.0,1,0,0,0,0
6220,-117.92,34.07,29,1699,1052,411,3.2122,195500.0,1,0,0,0,0
6221,-117.91,34.06,29,3250,1382,513,5.112,218300.0,1,0,0,0,0
6222,-117.91,34.05,35,3189,1727,500,5.0758,211100.0,1,0,0,0,0
6223,-117.92,34.06,35,2894,1420,479,5.184,224900.0,1,0,0,0,0
6224,-117.93,34.06,37,1505,798,259,5.4635,202100.0,1,0,0,0,0
6225,-117.93,34.06,35,1022,628,187,3.9375,187500.0,1,0,0,0,0
6226,-117.93,34.05,36,1340,848,244,4.1731,205100.0,1,0,0,0,0
6227,-117.93,34.05,32,3055,1902,565,4.2926,190700.0,1,0,0,0,0
6228,-117.92,34.07,38,175,129,20,8.013024999999999,182500.0,1,0,0,0,0
6229,-117.93,34.06,28,3342,2210,647,3.4596,202800.0,1,0,0,0,0
6230,-117.95,34.05,34,1428,890,249,5.8722,204800.0,1,0,0,0,0
6231,-117.94,34.06,32,3418,2003,622,4.0333,210200.0,1,0,0,0,0
6232,-117.94,34.06,34,1921,1230,447,3.6648,193900.0,1,0,0,0,0
6233,-117.93,34.07,36,1207,683,213,5.3559,207300.0,1,0,0,0,0
6234,-117.94,34.07,25,1814,1187,363,3.3523,170800.0,1,0,0,0,0
6235,-117.95,34.07,37,1375,951,272,3.2083,195200.0,1,0,0,0,0
6236,-117.95,34.06,32,2252,1370,411,4.6312,184800.0,1,0,0,0,0
6237,-117.96,34.07,35,2819,1508,485,4.6118,191700.0,1,0,0,0,0
6238,-117.96,34.06,34,2226,1464,365,4.4102,183200.0,1,0,0,0,0
6239,-117.96,34.06,31,2017,1462,457,2.067,167300.0,1,0,0,0,0
6240,-117.97,34.05,33,1452,1274,278,3.6563,162700.0,1,0,0,0,0
6241,-117.97,34.06,34,3580,2786,636,4.0469,166800.0,1,0,0,0,0
6242,-117.98,34.06,33,1353,1079,237,4.5417,160300.0,1,0,0,0,0
6243,-117.97,34.06,31,2516,2194,497,3.2413,155500.0,1,0,0,0,0
6244,-117.98,34.06,36,2391,1967,398,4.0274,160700.0,1,0,0,0,0
6245,-117.98,34.05,35,2342,2176,416,3.7454,156900.0,1,0,0,0,0
6246,-117.99,34.05,35,1792,1441,306,3.7917,151100.0,1,0,0,0,0
6247,-117.97,34.05,33,2028,1727,371,2.8438,157600.0,1,0,0,0,0
6248,-117.97,34.05,36,931,746,201,3.1667,158000.0,1,0,0,0,0
6249,-117.97,34.05,36,1299,763,216,3.5179,161400.0,1,0,0,0,0
6250,-117.97,34.05,34,2050,1832,465,2.8333,155700.0,1,0,0,0,0
6251,-117.98,34.05,33,1560,1467,313,4.1429,159800.0,1,0,0,0,0
6252,-117.98,34.04,34,2547,2108,498,3.4722,154600.0,1,0,0,0,0
6253,-117.97,34.04,32,1507,1326,324,4.119,163300.0,1,0,0,0,0
6254,-117.97,34.04,28,1686,1355,388,2.5192,157300.0,1,0,0,0,0
6255,-117.96,34.03,35,2093,1755,403,3.4115,150400.0,1,0,0,0,0
6256,-117.96,34.03,35,1623,1462,312,3.9803,152600.0,1,0,0,0,0
6257,-117.95,34.03,33,1453,1609,319,3.7578,155800.0,1,0,0,0,0
6258,-117.95,34.03,35,804,727,179,2.7361,145700.0,1,0,0,0,0
6259,-117.96,34.05,35,1254,1092,268,4.6364,163100.0,1,0,0,0,0
6260,-117.96,34.05,36,1475,1149,284,3.0904,158600.0,1,0,0,0,0
6261,-117.95,34.05,35,1309,1113,253,4.375,156500.0,1,0,0,0,0
6262,-117.95,34.04,36,1044,982,205,4.7679,153900.0,1,0,0,0,0
6263,-117.96,34.04,35,1141,924,212,3.1591,148300.0,1,0,0,0,0
6264,-117.96,34.04,33,1458,1115,257,4.7955,158100.0,1,0,0,0,0
6265,-117.96,34.04,34,1381,1020,268,4.025,146900.0,1,0,0,0,0
6266,-117.96,34.05,32,1993,1385,380,3.7258,181900.0,1,0,0,0,0
6267,-117.94,34.05,34,1729,1341,324,3.7708,163500.0,1,0,0,0,0
6268,-117.94,34.04,36,1431,1367,334,3.5592,160200.0,1,0,0,0,0
6269,-117.94,34.04,34,1403,977,257,3.8409,163000.0,1,0,0,0,0
6270,-117.94,34.05,34,1519,1262,300,3.3409,161200.0,1,0,0,0,0
6271,-117.95,34.05,31,2349,2028,521,3.494,154500.0,1,0,0,0,0
6272,-117.94,34.04,33,1493,1571,354,3.8864,158900.0,1,0,0,0,0
6273,-117.95,34.04,27,2610,2296,750,2.274,150800.0,1,0,0,0,0
6274,-117.94,34.03,35,1499,1112,268,3.83,149000.0,1,0,0,0,0
6275,-117.94,34.03,35,1375,1015,239,4.0521,151800.0,1,0,0,0,0
6276,-117.95,34.03,33,1782,1517,376,3.3389,157900.0,1,0,0,0,0
6277,-117.93,34.01,23,3188,3132,840,2.1863,157600.0,1,0,0,0,0
6278,-117.93,34.01,33,1733,1757,375,4.2266,153800.0,1,0,0,0,0
6279,-117.94,34.02,27,5026,3132,930,3.871,162900.0,1,0,0,0,0
6280,-117.95,34.02,19,1129,900,228,3.875,135600.0,1,0,0,0,0
6281,-117.95,34.02,22,1919,1203,363,4.2578,144100.0,1,0,0,0,0
6282,-117.92,34.03,35,1341,898,216,4.1118,157300.0,1,0,0,0,0
6283,-117.92,34.03,32,1819,1728,375,3.975,162400.0,1,0,0,0,0
6284,-117.92,34.03,35,1469,1285,308,3.9219,159500.0,1,0,0,0,0
6285,-117.93,34.03,35,2160,1694,403,3.8581,163100.0,1,0,0,0,0
6286,-117.93,34.03,30,2246,1837,431,4.7917,164500.0,1,0,0,0,0
6287,-117.93,34.04,23,5698,3132,1092,4.9342,181000.0,1,0,0,0,0
6288,-117.93,34.04,30,1336,905,253,4.8854,178100.0,1,0,0,0,0
6289,-117.9,34.04,15,5698,3132,1092,4.5554,278300.0,1,0,0,0,0
6290,-117.9,34.05,33,629,253,75,7.6286,330400.0,1,0,0,0,0
6291,-117.91,34.04,15,5698,3132,1092,4.6324,168800.0,1,0,0,0,0
6292,-117.92,34.05,36,2241,1743,448,4.6587,161900.0,1,0,0,0,0
6293,-117.88,34.01,16,5698,3132,1092,4.7589,178200.0,1,0,0,0,0
6294,-117.88,34.0,21,5459,3132,1087,3.6308,192100.0,1,0,0,0,0
6295,-117.89,34.01,23,4535,3132,930,3.6275,154100.0,1,0,0,0,0
6296,-117.9,34.01,27,1702,2091,352,3.7917,131100.0,1,0,0,0,0
6297,-117.9,34.01,27,2383,2079,494,3.9702,141400.0,1,0,0,0,0
6298,-117.91,34.02,17,5698,3132,1092,3.2799,199300.0,1,0,0,0,0
6299,-117.9,34.02,15,5698,3132,1092,5.0704,226200.0,1,0,0,0,0
6300,-117.91,34.02,22,5698,3132,1092,3.8201,136200.0,1,0,0,0,0
6301,-117.92,34.01,35,3055,3132,615,3.375,127200.0,1,0,0,0,0
6302,-117.98,34.04,29,1468,1390,276,3.75,190600.0,1,0,0,0,0
6303,-117.96,34.02,33,349,460,83,2.375,133300.0,1,0,0,0,0
6304,-117.98,34.03,21,797,484,166,2.625,191100.0,1,0,0,0,0
6305,-117.9,33.99,18,5698,3132,1092,3.443,171900.0,1,0,0,0,0
6306,-117.92,34.0,36,116,193,35,3.8125,136300.0,1,0,0,0,0
6307,-117.88,34.0,32,265,170,50,3.9375,187500.0,1,0,0,0,0
6308,-117.89,33.99,22,3272,1784,591,4.0324,211300.0,1,0,0,0,0
6309,-117.87,33.99,21,2837,2031,555,4.9271,209700.0,1,0,0,0,0
6310,-118.01,34.05,37,682,813,173,3.8125,138000.0,1,0,0,0,0
6311,-117.99,34.04,30,4468,3132,938,3.185,168300.0,1,0,0,0,0
6312,-118.02,34.04,27,5640,3132,978,5.065,215400.0,1,0,0,0,0
6313,-118.0,34.03,25,5698,3132,1092,5.257,226100.0,1,0,0,0,0
6314,-117.98,34.02,32,2945,2044,652,3.1979,183900.0,1,0,0,0,0
6315,-117.98,34.02,33,3512,1971,598,4.4653,193200.0,1,0,0,0,0
6316,-117.98,34.01,27,2643,1344,381,5.7057,262100.0,1,0,0,0,0
6317,-117.99,34.0,26,2988,1371,415,6.6988,382500.0,1,0,0,0,0
6318,-118.02,34.02,21,5698,2647,969,5.2405,302400.0,1,0,0,0,0
6319,-117.97,34.01,33,3530,2959,679,3.7459,152900.0,1,0,0,0,0
6320,-117.97,34.01,33,2006,1410,346,3.7083,165500.0,1,0,0,0,0
6321,-117.97,34.0,28,1983,1407,367,3.8319,179000.0,1,0,0,0,0
6322,-117.97,33.99,22,5284,2613,932,4.7332,289900.0,1,0,0,0,0
6323,-117.98,34.0,22,3632,1968,566,6.019,324900.0,1,0,0,0,0
6324,-117.98,33.99,26,3343,1429,457,7.0778,334300.0,1,0,0,0,0
6325,-117.98,33.98,27,2275,1039,333,6.2217,333500.0,1,0,0,0,0
6326,-117.99,33.98,18,5698,3132,1092,6.9695,360400.0,1,0,0,0,0
6327,-117.95,34.0,34,2376,1858,449,4.1328,176300.0,1,0,0,0,0
6328,-117.96,34.0,33,5462,3132,914,4.4038,186700.0,1,0,0,0,0
6329,-117.96,34.0,34,2777,1954,522,4.5163,183800.0,1,0,0,0,0
6330,-117.92,33.98,10,5698,3132,1092,6.1552,362500.0,1,0,0,0,0
6331,-117.95,33.98,15,5698,3132,1092,5.6716,330400.0,1,0,0,0,0
6332,-117.94,33.99,18,5698,3112,982,4.9932,284000.0,1,0,0,0,0
6333,-117.95,33.99,15,3978,2418,665,5.0142,269900.0,1,0,0,0,0
6334,-117.95,33.99,24,1219,610,185,6.7978,325000.0,1,0,0,0,0
6335,-117.95,33.99,25,1075,451,132,6.8492,332200.0,1,0,0,0,0
6336,-117.96,33.99,25,1348,660,200,5.2852,297600.0,1,0,0,0,0
6337,-117.96,33.99,25,2799,1348,389,6.2517,311100.0,1,0,0,0,0
6338,-117.97,33.99,23,3335,1560,555,5.7268,300300.0,1,0,0,0,0
6339,-117.96,33.98,25,1259,599,170,5.7407,302200.0,1,0,0,0,0
6340,-117.88,33.96,16,5698,3132,1092,5.5469,265200.0,1,0,0,0,0
6341,-117.89,33.98,5,3088,1415,641,2.5125,184500.0,1,0,0,0,0
6342,-117.9,33.98,20,5698,3132,1092,3.253,186700.0,1,0,0,0,0
6343,-117.9,33.97,23,5698,3132,1092,5.4155,213200.0,1,0,0,0,0
6344,-117.75,34.06,52,1171,1126,276,1.9762,105800.0,0,1,0,0,0
6345,-117.75,34.06,52,62,44,16,0.4999,112500.0,0,1,0,0,0
6346,-117.74,34.06,4,1391,727,369,1.4722,137500.0,0,1,0,0,0
6347,-117.75,34.05,27,437,469,97,1.7206,107500.0,0,1,0,0,0
6348,-117.75,34.05,37,378,503,103,2.1908,94600.0,0,1,0,0,0
6349,-117.75,34.06,44,477,502,117,2.0156,112500.0,0,1,0,0,0
6350,-117.75,34.06,52,24,46,7,1.625,67500.0,0,1,0,0,0
6351,-117.94,34.15,33,859,421,138,4.4821,220100.0,0,1,0,0,0
6352,-117.95,34.16,17,5698,3132,1083,6.2654,273800.0,0,1,0,0,0
6353,-117.94,34.14,33,1620,868,275,5.411,219400.0,0,1,0,0,0
6354,-117.95,34.14,13,3859,2283,759,4.5594,184500.0,0,1,0,0,0
6355,-117.95,34.14,33,1943,1526,353,3.038,137500.0,0,1,0,0,0
6356,-117.96,34.14,27,2221,1328,523,2.5275,151700.0,0,1,0,0,0
6357,-117.96,34.14,33,1994,993,403,3.766,163900.0,0,1,0,0,0
6358,-117.96,34.14,9,907,619,194,3.9464,179600.0,0,1,0,0,0
6359,-117.97,34.14,15,3595,1839,877,2.6014,150300.0,0,1,0,0,0
6360,-117.97,34.14,33,1328,903,329,3.1094,136000.0,0,1,0,0,0
6361,-117.97,34.13,42,683,541,138,3.4375,151700.0,0,1,0,0,0
6362,-117.98,34.14,24,1596,1329,352,3.0417,148000.0,0,1,0,0,0
6363,-117.97,34.13,33,2038,1546,469,3.4777,144500.0,0,1,0,0,0
6364,-117.98,34.13,37,1447,1279,290,4.0083,142900.0,0,1,0,0,0
6365,-117.98,34.13,29,2110,1890,448,3.6806,130500.0,0,1,0,0,0
6366,-117.97,34.15,33,2474,1268,437,6.4576,482412.5,0,1,0,0,0
6367,-117.97,34.17,35,5005,2112,813,4.9968,295000.0,0,1,0,0,0
6368,-118.0,34.16,42,1020,398,157,6.101,311800.0,0,1,0,0,0
6369,-118.01,34.16,47,1745,753,275,5.532,318500.0,0,1,0,0,0
6370,-117.99,34.18,38,2981,1063,437,6.5254,365000.0,0,1,0,0,0
6371,-117.99,34.16,40,3838,1851,674,4.2407,262000.0,0,1,0,0,0
6372,-118.0,34.16,52,1354,531,206,4.8059,270600.0,0,1,0,0,0
6373,-118.0,34.15,48,3436,1540,648,4.275,256800.0,0,1,0,0,0
6374,-118.01,34.15,52,2234,986,439,3.9125,265500.0,0,1,0,0,0
6375,-118.02,34.15,44,2419,1045,432,3.875,280800.0,0,1,0,0,0
6376,-118.02,34.17,32,3868,1558,528,8.013024999999999,482412.5,0,1,0,0,0
6377,-118.03,34.16,36,1640,693,253,6.6888,482412.5,0,1,0,0,0
6378,-118.03,34.15,43,1694,674,267,4.1797,482412.5,0,1,0,0,0
6379,-118.02,34.15,44,2267,980,372,3.6,307400.0,0,1,0,0,0
6380,-118.06,34.17,38,2726,1059,380,7.2419,410400.0,0,1,0,0,0
6381,-118.05,34.17,45,2535,1036,437,5.0482,388900.0,0,1,0,0,0
6382,-118.04,34.17,52,1885,764,373,4.0385,265700.0,0,1,0,0,0
6383,-118.04,34.18,37,3134,1220,508,5.2865,455400.0,0,1,0,0,0
6384,-118.04,34.16,38,1594,633,247,5.9582,350700.0,0,1,0,0,0
6385,-118.05,34.16,36,3908,1688,725,4.5625,376800.0,0,1,0,0,0
6386,-118.05,34.16,41,3320,1236,659,3.5694,278600.0,0,1,0,0,0
6387,-118.06,34.16,46,1467,816,267,3.6705,286500.0,0,1,0,0,0
6388,-118.06,34.16,34,2297,909,412,4.8214,362500.0,0,1,0,0,0
6389,-118.07,34.16,35,3585,1401,623,4.125,330000.0,0,1,0,0,0
6390,-118.03,34.16,36,1401,667,225,7.1615,482412.5,0,1,0,0,0
6391,-118.03,34.16,39,2731,1034,338,8.013024999999999,482412.5,0,1,0,0,0
6392,-118.05,34.15,32,5131,1877,622,8.013024999999999,482412.5,0,1,0,0,0
6393,-118.06,34.15,37,1980,697,226,8.013024999999999,482412.5,0,1,0,0,0
6394,-118.05,34.14,39,2125,862,303,8.013024999999999,482412.5,0,1,0,0,0
6395,-118.06,34.13,40,4307,1769,845,3.6341,391500.0,0,1,0,0,0
6396,-118.06,34.14,42,2461,1179,360,7.0315,437300.0,0,1,0,0,0
6397,-118.06,34.14,40,2662,1151,387,8.013024999999999,482412.5,0,1,0,0,0
6398,-118.03,34.14,44,1446,721,243,4.7308,352200.0,0,1,0,0,0
6399,-118.04,34.13,22,3359,1227,588,4.645,276200.0,0,1,0,0,0
6400,-118.04,34.15,34,1523,676,295,3.3621,377200.0,0,1,0,0,0
6401,-118.04,34.13,35,249,268,29,8.013024999999999,482412.5,0,1,0,0,0
6402,-118.05,34.13,23,3264,1475,668,3.735,218300.0,0,1,0,0,0
6403,-118.06,34.13,28,5698,3132,1092,3.292,227300.0,0,1,0,0,0
6404,-118.02,34.14,34,1077,478,199,2.6316,252800.0,0,1,0,0,0
6405,-118.02,34.13,32,3308,1803,667,3.9464,273600.0,0,1,0,0,0
6406,-118.03,34.14,31,4353,2338,1037,3.0727,242600.0,0,1,0,0,0
6407,-118.01,34.13,36,1332,648,203,4.7159,365900.0,0,1,0,0,0
6408,-118.02,34.13,33,2874,1239,431,5.2329,430900.0,0,1,0,0,0
6409,-118.02,34.13,34,1966,980,297,7.7307,429000.0,0,1,0,0,0
6410,-118.03,34.13,33,2352,995,359,4.9583,445700.0,0,1,0,0,0
6411,-118.02,34.12,37,2250,989,329,6.1536,366000.0,0,1,0,0,0
6412,-118.02,34.11,35,2454,1110,435,3.8029,414800.0,0,1,0,0,0
6413,-118.02,34.12,36,1471,751,230,5.4555,395100.0,0,1,0,0,0
6414,-118.02,34.12,38,1778,870,281,6.5784,408500.0,0,1,0,0,0
6415,-118.03,34.11,34,2837,1344,458,6.5722,437400.0,0,1,0,0,0
6416,-118.01,34.14,20,3350,1816,744,2.8352,161700.0,0,1,0,0,0
6417,-118.01,34.14,23,3425,2202,729,3.52,187300.0,0,1,0,0,0
6418,-118.02,34.14,31,5698,3132,1092,3.5878,222800.0,0,1,0,0,0
6419,-117.99,34.15,44,2492,1951,596,3.1304,185600.0,0,1,0,0,0
6420,-118.0,34.15,43,2583,1544,617,2.5417,178300.0,0,1,0,0,0
6421,-118.01,34.15,32,5698,3132,1092,3.2377,184100.0,0,1,0,0,0
6422,-117.98,34.14,27,5698,2899,1092,3.6336,235200.0,0,1,0,0,0
6423,-117.99,34.14,30,2346,1988,474,2.5625,153000.0,0,1,0,0,0
6424,-118.0,34.13,24,2584,1869,503,3.2841,167000.0,0,1,0,0,0
6425,-118.0,34.14,31,1298,1131,425,1.0548,178100.0,0,1,0,0,0
6426,-118.0,34.14,39,1302,800,291,3.2723,166900.0,0,1,0,0,0
6427,-118.0,34.13,35,1005,742,221,3.5481,158100.0,0,1,0,0,0
6428,-117.99,34.13,37,1568,1618,350,2.9605,129400.0,0,1,0,0,0
6429,-117.99,34.12,37,1527,1504,324,3.2857,130100.0,0,1,0,0,0
6430,-117.99,34.12,35,1040,1040,242,2.5395,139200.0,0,1,0,0,0
6431,-118.0,34.12,37,1340,928,333,3.9219,175000.0,0,1,0,0,0
6432,-118.0,34.12,42,870,546,164,4.625,173800.0,0,1,0,0,0
6433,-118.01,34.13,38,3374,1906,640,4.0729,212300.0,0,1,0,0,0
6434,-118.01,34.12,43,1185,657,198,4.5491,214800.0,0,1,0,0,0
6435,-118.01,34.12,32,1937,922,340,3.94,278400.0,0,1,0,0,0
6436,-118.01,34.11,32,1978,826,470,2.5114,212200.0,0,1,0,0,0
6437,-118.01,34.11,43,1858,1054,329,3.5625,211600.0,0,1,0,0,0
6438,-118.01,34.11,36,1722,794,322,4.2132,212200.0,0,1,0,0,0
6439,-118.02,34.1,36,1928,1008,368,4.733,233700.0,0,1,0,0,0
6440,-118.02,34.1,36,452,248,83,1.9688,226000.0,0,1,0,0,0
6441,-118.02,34.11,39,1504,718,261,4.625,219000.0,0,1,0,0,0
6442,-118.03,34.1,38,2301,1079,398,4.4236,233600.0,0,1,0,0,0
6443,-118.03,34.1,30,2773,1376,540,2.7857,201700.0,0,1,0,0,0
6444,-118.03,34.1,31,2647,1473,520,3.94,223900.0,0,1,0,0,0
6445,-118.03,34.1,32,2668,1512,541,2.9422,233100.0,0,1,0,0,0
6446,-118.03,34.11,38,2076,988,332,5.9175,416900.0,0,1,0,0,0
6447,-118.04,34.11,44,773,405,121,5.0,447100.0,0,1,0,0,0
6448,-118.04,34.11,37,1275,598,174,7.1885,482412.5,0,1,0,0,0
6449,-118.05,34.11,42,3677,1779,622,5.1509,426500.0,0,1,0,0,0
6450,-118.04,34.13,39,2485,1072,342,6.0878,430200.0,0,1,0,0,0
6451,-118.04,34.12,39,2522,1113,357,5.2249,445200.0,0,1,0,0,0
6452,-118.04,34.12,44,2007,921,307,6.5989,482412.5,0,1,0,0,0
6453,-118.04,34.12,30,2170,984,309,5.6916,482412.5,0,1,0,0,0
6454,-118.05,34.12,20,5218,2302,850,3.55,476700.0,0,1,0,0,0
6455,-118.06,34.12,25,3891,1848,759,3.6639,248100.0,0,1,0,0,0
6456,-118.06,34.12,34,2941,1660,576,4.5667,271500.0,0,1,0,0,0
6457,-118.06,34.12,35,2053,1044,375,4.1875,275400.0,0,1,0,0,0
6458,-118.05,34.11,48,1410,677,274,3.2596,272400.0,0,1,0,0,0
6459,-118.06,34.11,36,2178,914,412,2.7656,239500.0,0,1,0,0,0
6460,-118.06,34.11,39,2603,1196,487,3.0854,248700.0,0,1,0,0,0
6461,-118.04,34.1,39,2302,1590,406,4.8017,273800.0,0,1,0,0,0
6462,-118.05,34.1,36,1606,889,294,4.7931,272600.0,0,1,0,0,0
6463,-118.06,34.1,38,3229,1599,609,3.8646,257100.0,1,0,0,0,0
6464,-118.06,34.1,42,1576,697,282,4.3523,283600.0,1,0,0,0,0
6465,-118.06,34.1,43,1833,786,334,3.5761,256700.0,1,0,0,0,0
6466,-118.06,34.1,38,2438,1308,461,3.6995,260100.0,1,0,0,0,0
6467,-118.04,34.1,38,2317,1155,426,4.1488,235300.0,0,1,0,0,0
6468,-118.04,34.09,34,2597,1542,470,4.6211,248900.0,0,1,0,0,0
6469,-118.05,34.1,30,2143,1107,416,4.2321,252200.0,0,1,0,0,0
6470,-118.05,34.1,42,2065,1313,402,4.0179,274300.0,0,1,0,0,0
6471,-118.06,34.09,38,2036,1096,371,4.0625,262500.0,1,0,0,0,0
6472,-118.06,34.1,38,1960,874,308,4.8594,265900.0,1,0,0,0,0
6473,-118.06,34.09,36,1239,717,237,3.244,258100.0,1,0,0,0,0
6474,-118.06,34.09,40,1975,1116,378,4.2898,251600.0,1,0,0,0,0
6475,-118.07,34.09,40,1745,1293,357,2.5474,198100.0,1,0,0,0,0
6476,-118.07,34.09,35,1224,887,276,4.0987,202400.0,1,0,0,0,0
6477,-118.08,34.09,33,2557,1715,530,2.9196,208800.0,1,0,0,0,0
6478,-118.08,34.09,34,1823,1485,401,3.7222,207200.0,1,0,0,0,0
6479,-118.08,34.09,32,3214,2316,751,3.7066,206800.0,1,0,0,0,0
6480,-118.04,34.09,34,2001,1461,397,3.8304,183000.0,0,1,0,0,0
6481,-118.04,34.08,35,1148,975,253,4.037,173300.0,1,0,0,0,0
6482,-118.04,34.09,32,1339,817,349,2.8333,186000.0,0,1,0,0,0
6483,-118.05,34.09,23,602,409,123,3.5268,146400.0,1,0,0,0,0
